Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2010-2020
Colombia,COL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,62.64,63.47,63.19,63.09,62.55,61.58,..,..
United States,USA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,66,65.86,66.29,66.94,67.23,67.87,..,..
United Kingdom,GBR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,71.16,71.56,72.05,72.67,73.08,73.62,..,..
United Arab Emirates,ARE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,49.77,51.19,52.06,53.23,53.16,52.9,..,..
Turkey,TUR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,33.45,34.86,36.15,37.45,38.15,38.54,..,..
Norway,NOR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,75.78,76,75.8,75.11,75.27,75.61,..,..
Greece,GRC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,59.22,60.18,60.62,60.41,60.17,60.61,..,..
India,IND,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,23.46,23.1,22.77,22.45,22.16,22.26,..,..
Singapore,SGP,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,67.32,68.73,69.04,69.08,69.39,69.72,..,..
Vietnam,VNM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,78.84,78.56,78.44,78.92,79.71,79.63,..,..
China,CHN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,69.24,69.14,69.05,68.93,68.78,68.57,..,..
Nigeria,NGA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,49.68,49.16,48.62,48.87,49.11,49.34,..,..
South Africa,ZAF,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,51.11,52.6,52.82,53.89,53.85,54.07,..,..
"Egypt, Arab Rep.",EGY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,25.59,24.36,24.62,23.63,20.02,20,..,..
Australia,AUS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,70.54,71.27,71.64,72.34,73.18,73.82,..,..
Israel,ISR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,68.51,68.43,68.86,68.9,69.53,69.58,..,..
Country List,(Country List),"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,75.56,75.33,74.86,74.51,74.28,74.35,..,..
Argentina,ARG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,73.12,73.03,72.88,72.73,72.81,72.71,..,..
Colombia,COL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,81.96,82.03,81.61,81.2,80.87,80.14,..,..
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.52,68.41,68.55,68.48,68.46,68.59,..,..
United Kingdom,GBR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.35,68.3,68.32,67.99,68.14,68.04,..,..
United Arab Emirates,ARE,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,94.37,94.65,93.97,93.46,93.34,93.42,..,..
Turkey,TUR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,71.18,71.63,72.07,72.58,72.75,72.16,..,..
Norway,NOR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,68.08,68.43,67.85,66.89,67.38,67.51,..,..
Greece,GRC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,60.34,59.94,59.85,59.97,60.21,60.35,..,..
India,IND,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,78.66,78.07,77.45,76.81,76.16,75.92,..,..
Singapore,SGP,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,79,79.36,78.85,78.98,78.38,78.31,..,..
Vietnam,VNM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,82.69,83.04,82.44,82.6,82.54,82.18,..,..
China,CHN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,77.45,77.17,76.83,76.46,76.06,75.65,..,..
Nigeria,NGA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,59.47,58.91,58.21,59.95,61.6,63.12,..,..
South Africa,ZAF,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,61.16,62.51,62.72,63.1,62.79,62.9,..,..
"Egypt, Arab Rep.",EGY,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,75.58,73.34,72.59,70.93,71.34,71.17,..,..
Australia,AUS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,71.08,71.24,70.76,70.8,71.04,71.16,..,..
Israel,ISR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,69.52,69.51,69.29,69.21,68.64,67.96,..,..
Country List,(Country List),"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,80.74,80.64,80.35,80.09,79.97,80.19,..,..
Argentina,ARG,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,79.75,79.74,79.69,79.63,79.7,79.48,..,..
Colombia,COL,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,85.78,85.94,85.57,85.21,85.12,84.58,..,..
United States,USA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,77.14,77.2,77.54,77.77,78,78.31,..,..
United Kingdom,GBR,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,81.98,82.04,82.28,82.17,82.4,82.42,..,..
United Arab Emirates,ARE,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,94.96,95.25,94.59,94.09,93.95,94.06,..,..
Turkey,TUR,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,76.46,76.97,77.54,78.14,78.39,77.95,..,..
Norway,NOR,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,79.88,80.26,80.03,79.24,80.13,80.6,..,..
Greece,GRC,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,76.01,75.83,75.99,76.24,76.56,76.73,..,..
India,IND,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,81.48,81.04,80.6,80.15,79.7,79.57,..,..
Singapore,SGP,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,83.08,83.56,83.31,83.95,83.7,84.17,..,..
Vietnam,VNM,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,86.12,86.26,85.86,86.38,86.69,86.52,..,..
China,CHN,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,83.09,83.01,82.95,82.91,82.85,82.76,..,..
Nigeria,NGA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,59.83,59.54,59.1,60.79,62.38,63.84,..,..
South Africa,ZAF,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,64.28,65.7,65.96,66.43,66.19,66.31,..,..
"Egypt, Arab Rep.",EGY,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,79.56,77.22,76.2,74.58,75.25,75.19,..,..
Australia,AUS,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,82.12,82.73,82.4,82.68,82.95,83.2,..,..
Israel,ISR,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,76.29,76.46,75.97,76.02,75.28,74.77,..,..
Country List,(Country List),"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,63.9,64.05,63.79,64.06,64.05,64.46,59.24,-0.886277832
Argentina,ARG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,59.69,60.02,60.31,60.59,61.39,61.61,55.97,-0.76173272
Colombia,COL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,69.52,69.86,69.5,69.18,68.68,67.81,62.64,-0.853337253
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,62.2,62.01,62.16,62.29,62.31,62.57,61.41,-0.345689726
United Kingdom,GBR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,62.31,62.37,62.51,62.51,62.75,62.97,62.78,0.146011419
United Arab Emirates,ARE,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,82.87,83.01,82.51,82.31,82.11,82.02,80.95,-0.343626354
Turkey,TUR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,50.11,50.97,51.72,52.54,52.92,52.75,50.38,0.54662873
Norway,NOR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,64.72,64.89,64.37,63.6,63.93,64.07,63.73,-0.302912976
Greece,GRC,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,52.07,52.19,52.25,52.16,52.09,52.24,51.35,-0.391458096
India,IND,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,51.4,50.91,50.41,49.91,49.42,49.34,46.29,-1.579394382
Singapore,SGP,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,70.62,71.38,71.09,70.98,70.63,70.51,69.64,0.116994185
Vietnam,VNM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,77.9,77.95,77.51,77.62,77.69,77.37,75.63,-0.086888382
China,CHN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,70.3,69.98,69.61,69.19,68.72,68.24,66.82,-0.643327232
Nigeria,NGA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,54.55,53.91,53.19,54.14,55.04,55.87,53.43,-1.144710501
South Africa,ZAF,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,54.05,55.38,55.52,56.18,55.99,56.08,51.49,-0.190445306
"Egypt, Arab Rep.",EGY,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,49.59,47.92,47.7,46.39,44.93,44.83,43,-1.328625644
Australia,AUS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,64.86,65.15,64.99,65.23,65.65,65.93,64.89,-0.108821673
Israel,ISR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,64.15,64.13,64.23,64.11,64.08,63.71,62.18,-0.135773989
Country List,(Country List),"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,69.47,69.8,69.74,70.17,70.31,70.93,..,..
Argentina,ARG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,67.05,67.47,67.86,68.23,69.21,69.37,..,..
Colombia,COL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,73.92,74.43,74.12,73.91,73.6,72.86,..,..
United States,USA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,71.58,71.55,71.93,72.37,72.64,73.11,..,..
United Kingdom,GBR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,76.55,76.79,77.16,77.41,77.73,78.01,..,..
United Arab Emirates,ARE,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,83.48,83.65,83.17,82.99,82.8,82.76,..,..
Turkey,TUR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,54.6,55.59,56.56,57.55,58.08,58.09,..,..
Norway,NOR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,77.88,78.18,77.97,77.23,77.77,78.17,..,..
Greece,GRC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,67.62,68.02,68.32,68.34,68.39,68.7,..,..
India,IND,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,53.68,53.29,52.9,52.52,52.15,52.13,..,..
Singapore,SGP,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,75.72,76.64,76.66,77.02,77.02,77.42,..,..
Vietnam,VNM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,82.49,82.42,82.16,82.66,83.21,83.09,..,..
China,CHN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,76.35,76.26,76.19,76.12,76.02,75.88,..,..
Nigeria,NGA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,54.8,54.4,53.91,54.88,55.81,56.66,..,..
South Africa,ZAF,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,57.64,59.09,59.34,60.1,59.96,60.13,..,..
"Egypt, Arab Rep.",EGY,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,52.86,51.07,50.68,49.36,47.91,47.87,..,..
Australia,AUS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,76.34,77.01,77.02,77.51,78.07,78.51,..,..
Israel,ISR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,72.38,72.43,72.4,72.46,72.41,72.18,..,..
Country List,(Country List),"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.3803816,42.71812106,42.86628449,43.38080331,43.57820175,43.89710831,..,..
Argentina,ARG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.24918956,41.61124609,41.98006461,42.34359288,43.00185537,43.2696281,..,..
Colombia,COL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.05258443,43.25669775,43.20846856,43.16820782,42.9411801,42.67743519,..,..
United States,USA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.96452931,45.86526644,45.87084209,46.02558447,46.05997764,46.16362679,..,..
United Kingdom,GBR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.41063771,46.45714763,46.53590437,46.76152181,46.80893206,47.04181733,..,..
United Arab Emirates,ARE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,15.1193073,16.09080234,16.7724968,17.37275588,17.4674074,17.47973737,..,..
Turkey,TUR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,31.03924459,31.72842881,32.25634298,32.75555996,33.01700648,33.27540632,..,..
Norway,NOR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.31694328,47.10729021,47.07414515,47.12324781,46.98638337,46.96891149,..,..
Greece,GRC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.57546633,44.08109237,44.21718895,44.0216323,43.7303669,43.75330215,..,..
India,IND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,20.82547582,20.65212255,20.49006748,20.34339284,20.20920814,20.31709151,..,..
Singapore,SGP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.30708789,41.64938102,41.76451896,41.58323289,41.7532845,41.7306806,..,..
Vietnam,VNM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.90459863,47.71007268,47.78709419,47.76778257,47.85387901,47.86879036,..,..
China,CHN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.95777373,43.92069507,43.86878713,43.79972915,43.71882984,43.63435528,..,..
Nigeria,NGA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.17946215,45.04056052,44.95053103,44.29103909,43.67572156,43.134099,..,..
South Africa,ZAF,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.68261415,44.84204563,44.82017063,45.15521679,45.28107547,45.30855772,..,..
"Egypt, Arab Rep.",EGY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,23.72008979,23.40142421,23.83808228,23.50044317,20.56123536,20.57403047,..,..
Australia,AUS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.74038957,45.90908231,46.16121062,46.33986836,46.50039959,46.64160509,..,..
Israel,ISR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.06700142,47.0046241,47.18181958,47.09128907,47.45169243,47.59625451,..,..
Country List,(Country List),"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Labor force, total",SL.TLF.TOTL.IN,99937531,101600920,102513774,104268846,105542221,107461083,99843130,0.472227655
Argentina,ARG,"Labor force, total",SL.TLF.TOTL.IN,19008308,19361189,19696125,20034606,20551683,20877041,19191447,0.518379094
Colombia,COL,"Labor force, total",SL.TLF.TOTL.IN,24476296,25054594,25430737,25865153,26235986,26413532,24802460,1.001720063
United States,USA,"Labor force, total",SL.TLF.TOTL.IN,159585089,160656132,162618460,164326552,165551383,167329067,165163504,0.512718537
United Kingdom,GBR,"Labor force, total",SL.TLF.TOTL.IN,33196454,33483035,33799601,34011299,34331422,34639274,34738347,0.808767834
United Arab Emirates,ARE,"Labor force, total",SL.TLF.TOTL.IN,6572272,6600050,6612641,6676281,6753143,6834748,6820222,0.919970433
Turkey,TUR,"Labor force, total",SL.TLF.TOTL.IN,28688617,29779757,30831350,31962763,32833549,33318941,32317036,2.480037028
Norway,NOR,"Labor force, total",SL.TLF.TOTL.IN,2722790,2762116,2769635,2763116,2799958,2829759,2836708,0.842258552
Greece,GRC,"Labor force, total",SL.TLF.TOTL.IN,4839324,4825164,4822179,4812802,4804069,4822612,4751026,-0.599801695
India,IND,"Labor force, total",SL.TLF.TOTL.IN,473313171,477296180,481187327,484539161,487631036,494732703,471688990,0.186982129
Singapore,SGP,"Labor force, total",SL.TLF.TOTL.IN,3363936,3451804,3496341,3497085,3493603,3525665,3472519,1.444942192
Vietnam,VNM,"Labor force, total",SL.TLF.TOTL.IN,54997363,55604625,55860308,56468715,57028658,57307619,56542377,0.981926119
China,CHN,"Labor force, total",SL.TLF.TOTL.IN,789526606,791293488,792205319,792758868,791646536,789607035,775799016,0.005495342
Nigeria,NGA,"Labor force, total",SL.TLF.TOTL.IN,53696560,54557234,55285972,57856159,60517054,63226720,62242961,1.580449089
South Africa,ZAF,"Labor force, total",SL.TLF.TOTL.IN,20827819,21688511,22090023,22691810,22948481,23326430,21742744,1.399431595
"Egypt, Arab Rep.",EGY,"Labor force, total",SL.TLF.TOTL.IN,29972669,29541108,29893554,29628637,29275347,29776956,29077255,0.589789183
Australia,AUS,"Labor force, total",SL.TLF.TOTL.IN,12351106,12585538,12742051,12988276,13253656,13500080,13452598,1.394024816
Israel,ISR,"Labor force, total",SL.TLF.TOTL.IN,3806531,3876859,3956081,4025082,4102566,4159779,4136200,1.684143599
Country List,(Country List),"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..
Brazil,BRA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.45,78.698,78.934,79.156,79.362,79.555,..,..
Argentina,ARG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.281,79.434,79.583,79.726,79.863,79.995,..,..
Colombia,COL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.164,79.346,79.523,79.694,79.859,80.019,..,..
United States,USA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.3,81.2,81.1,81.1,81.2,81.4,..,..
United Kingdom,GBR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.2,82.8,83,83.1,83.1,83.1,..,..
United Arab Emirates,ARE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.504,78.678,78.846,79.008,79.164,79.314,..,..
Turkey,TUR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.209,79.522,79.816,80.088,80.336,80.563,..,..
Norway,NOR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.2,84.2,84.2,84.3,84.5,84.7,..,..
Greece,GRC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.1,83.7,84,83.9,84.4,84.5,..,..
India,IND,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.491,69.835,70.142,70.425,70.692,70.95,..,..
Singapore,SGP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.8,85.1,85.1,85.4,85.5,85.7,..,..
Vietnam,VNM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.159,79.226,79.294,79.366,79.442,79.523,..,..
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.972,78.288,78.574,78.828,79.051,79.244,..,..
Nigeria,NGA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,53.506,53.967,54.415,54.843,55.244,55.619,..,..
South Africa,ZAF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.359,66.108,66.654,67.064,67.398,67.679,..,..
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.36,73.563,73.766,73.967,74.162,74.35,..,..
Australia,AUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.4,84.5,84.6,84.6,84.9,85,..,..
Israel,ISR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.1,84.1,84.2,84.6,84.8,84.7,..,..
Country List,(Country List),"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..,..,..,..,..,..
Brazil,BRA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.099,71.345,71.578,71.804,72.024,72.243,..,..
Argentina,ARG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.46,72.614,72.768,72.924,73.082,73.242,..,..
Colombia,COL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.45,73.686,73.91,74.124,74.33,74.528,..,..
United States,USA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.5,76.3,76.1,76.1,76.2,76.3,..,..
United Kingdom,GBR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79.5,79.2,79.4,79.5,79.5,79.4,..,..
United Arab Emirates,ARE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.414,76.605,76.79,76.966,77.133,77.291,..,..
Turkey,TUR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.075,73.47,73.826,74.149,74.447,74.724,..,..
Norway,NOR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.1,80.5,80.7,81,81.1,81.2,..,..
Greece,GRC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.8,78.5,78.9,78.8,79.3,79.5,..,..
India,IND,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.167,67.468,67.745,68,68.239,68.464,..,..
Singapore,SGP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.3,80.5,80.7,80.9,81.2,81.4,..,..
Vietnam,VNM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.931,70.984,71.049,71.124,71.207,71.301,..,..
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.517,73.793,74.061,74.315,74.549,74.761,..,..
Nigeria,NGA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,51.865,52.286,52.696,53.086,53.45,53.789,..,..
South Africa,ZAF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,58.728,59.342,59.803,60.162,60.463,60.726,..,..
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.974,69.144,69.302,69.453,69.599,69.742,..,..
Australia,AUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.3,80.4,80.4,80.5,80.7,80.9,..,..
Israel,ISR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.3,80.1,80.7,80.6,80.9,81,..,..
Country List,(Country List),"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..,..,..,..,..,..
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.745,74.994,75.23,75.456,75.672,75.881,..,..
